Review #,Brand,Variety,Style,Country,Stars,Top Ten
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5.00,
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,
641,Vina Acecook,Hao Hao Shrimp Onion,Pack,Vietnam,3,
1009,Western Family,Instant Noodles In A Cup Oriental,Cup,Canada,2,
715,Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5,2013 #3
1210,A-Sha Dry Noodle,Hell Spicy Mala,Pack,Taiwan,4,
2114,Nissin,Instant Noodles Minced Pork Flavour,Pack,Thailand,3.50,
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,
2305,Ajinatori,Chicken Flavor Ramen,Pack,Japan,4,
2272,Nissin,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,4,
1530,Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4,
1450,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,
1681,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,
509,Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4,
282,Doll,Pickled Vegetable,Pack,Hong Kong,4.25,
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,
406,Vifon,Asian Style Instant Noodles Beef,Pack,Vietnam,3.75,
1124,Samyang Foods,Ganjjampong,Bowl,South Korea,4.25,
719,Nissin,Spoon-it Beef,Pack,USA,3.25,
1747,Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,
283,Paldo,King Cup Kimchi Pot Stew,Cup,South Korea,4,
114,Samyang,Kimchi,Pack,South Korea,2.9,
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,
329,Mee Jang,Artificial Beef Flavor,Bowl,Thailand,3.5,
518,Dragonfly,Artificial Chicken,Bowl,China,4.5,
1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5,2016 #9
220,Wei Lih,Good Good Eat Super Ramen Original,Pack,Taiwan,3,
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,
1525,Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,
1528,Lucky Me!,Supreme Pinoy Chicken Instant Noodles,Cup,Philippines,3.25,
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,
1369,A-Sha Dry Noodle,Hello Kitty Za Jiang (Soybean Sauce),Pack,Taiwan,3.25,
2125,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,4,
1418,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1,
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5,
2405,Nissin,Cup Noodles Mini Spicy Seafood,Cup,Hong Kong,4,
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5,
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,USA,3.5,
2259,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,USA,3.75,
1229,Kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,Japan,2.5,
602,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5,
160,Myojo,Ramen Desse Soy Sauce,Bowl,Japan,1.5,
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25,
688,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75,
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,
206,Bon Go Jang,Deuchi Udon,Bowl,South Korea,3,
1168,Nissin,Donbei Curry Udon (West Japanese),Bowl,Japan,3.25,
398,Paldo,Bowl Noodle Beef With Vegetables,Bowl,South Korea,3.75,
2411,Mama Pat's,Chicken Fajita Flavor Instant Ramen Noodles,Pack,USA,3.75,
1180,Wei Lih,What’s That? Leisure Meatballs Spicy Chicken Flavor,Pack,Taiwan,3.75,
676,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75,
236,Koka,Spicy Sesame,Pack,Singapore,5,
1883,Myojo,Mee Goreng,Pack,Singapore,4,
802,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,
141,Six Fortune,Seafood Flavor,Pack,South Korea,2.5,
576,Menraku,Tempura Soba,Bowl,Japan,3.75,
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,
510,Snapdragon,South Korean Kimchi Rice Noodle,Cup,Singapore,3.75,
2514,Ogasawara,Kirin Giraffe Shoyu Ramen,Pack,Japan,4.5,
892,ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5,
1154,Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,3.5,
1030,Samyang Foods,60 Ingredients Assorted Vegetable SK Version,Pack,South Korea,3.75,
2090,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5,
443,Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4,
330,Vifon,Phu Gia Instant Bean Thread Chicken,Pack,Vietnam,3.25,
421,Myojo,Kakesoba Desse Soy Sauce,Bowl,Japan,2.75,
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3,
2263,Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4,
2295,Nissin,Cup Noodles Seafood,Cup,China,4,
477,Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3,
2278,Nissin,Raoh Tantanmen,Pack,Japan,5,
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,
1281,Tokachimen Koubou,Jet Black Sesame Oil Pork Tonkotsu,Bowl,Japan,2.25,
1718,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,
751,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5,
900,Maruchan,Instant Lunch Chicken,Cup,USA,3.5,
1931,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,
2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,
370,Fuku,Superior Soup,Pack,Hong Kong,5,
402,Sao Tao,Noodle King Scallop Thick,Bowl,Hong Kong,3,
2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5,
1126,GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4,
678,Wang,Kitsune Udon,Bowl,South Korea,4,
2422,Nissin,Cup Noodles Sopa Nissin Con Camaron Picante,Cup,Mexico,3.25,
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,USA,3,
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4,
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,
2573,Ikeda Shoku,Nabeyaki Kitsune Udon,Tray,Japan,3.75,
111,Ottogi,Odongtongmyon Seafood Spicy,Pack,South Korea,3.25,
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,
967,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,USA,4.5,
91,Binh Tay,Mi Chay Mushroom,Pack,Vietnam,2.75,
1261,Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75,
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,
2315,Goku-Uma,Ramen Noodles Miso Flavor,Bowl,USA,3,
2344,Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,4,
2287,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0,
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4,
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,
2489,Nissin,Cup Noodles Ente (Duck),Cup,Germany,3,
733,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5,
1077,Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,
567,Goku Uma,Soy Sauce,Bowl,Japan,3.5,
2293,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5,
638,GreeNoodle,Yakisoba,Pack,Thailand,3,
2255,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5,
597,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5,
2403,Goku-Uma,Yakisoba Japanese Style Noodle,Bowl,USA,4.75,
2024,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5,
2200,Mr. Lee's Noodles,Shaolin Monk Vegetables,Cup,UK,5,
2106,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5,
2556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,4.25,
2328,Qin Zong,Shaanxi Cold Noot Hot & Sour Flavor,Pack,China,3,
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,
631,Fashion Foods,XO Sauce,Bowl,Thailand,1.25,
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,
1542,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,
1044,Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25,
2163,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4,
1038,Itomen,Chanponmen,Pack,Japan,4.25,
1543,Maggi,2 Minute Noodles Hungrooo Masala Spicy,Pack,India,3.75,
495,Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,
400,Nissin,Cup Noodles Seafood Curry,Cup,Hong Kong,4.25,
2184,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75,
686,Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5,
800,Mr. Noodles,Chicken,Pack,Canada,3,
288,Saigon Ve Wong,Kung Fu Artificial Beef Rice Noodle,Pack,South Korea,3.25,
1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,
484,Ottogi,Bekse Curry Myon,Cup,South Korea,4.25,
1589,E-mi,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1,
40,Lucky Me!,Pancit Canton Chili Mansi,Pack,Philippines,3,
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,
2092,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4,
1156,Vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,Vietnam,3.75,
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,USA,2.5,
586,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25,
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,
2337,Nissin,Cup Noodles Sopa Nissin Con Camaron,Cup,Mexico,3,
2335,Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5,
1278,Ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,South Korea,3.25,
770,Kailo,Chicken,Pack,Hong Kong,3.5,
355,Nongshim,Noodle Lite 275 Udon Mushroom,Bowl,South Korea,2.5,
2415,Nissin,Kitsune Udon Donbei (West),Bowl,Japan,5,
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,
1415,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,
852,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4,
2120,Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.50,
629,Master Kong,Artificial Braised Beef,Pack,China,4.25,
909,Indomie,Kriuuk Bawang,Pack,Indonesia,4.25,
2078,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4,
491,JML,Artificial Stew Beef,Pack,China,3.75,
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5.00,
1338,Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5,
2474,Ottogi,Ppushu Ppushu Noodle Snack Chilli Cheese Flavor,Pack,South Korea,4.25,
1213,Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,
1145,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,
498,Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0,
254,Vina Acecook,Daily Hot & Spicy Tom Yun,Pack,Vietnam,4,
1622,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,USA,4,
565,Batchelors,Super Noodles To Go Curry,Bowl,UK,4,
470,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,USA,3.25,
577,Pot Noodle,Chinese Chow Mein,Cup,UK,3,
2559,Jackpot Teriyaki,Beef Ramen,Pack,USA,5,
802,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,
734,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5,"
"
2293,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5,
647,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5,
2106,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5,
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,
768,Fashion Foods,Oriental,Bowl,Thailand,0.25,
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,
137,Nissin,Bowl Noodles Rich & Savory Chicken,Bowl,USA,1.75,
854,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5,
1268,Wu-Mu,Dried Noodle With Jah Jan Sauce,Pack,Taiwan,3.25,
2109,Oni Hot Pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4.3,
2422,Nissin,Cup Noodles Sopa Nissin Con Camaron Picante,Cup,Mexico,3.25,
168,JFC,Japanese Style Noodle Fresh Udon,Bowl,Japan,3.75,
43,Kim Ve Wong,Jaopai Series: Vegetarian Instant Noodles,Bowl,Taiwan,0,
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,
640,Master Kong,Artificial Spicy Beef,Pack,China,4.25,
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,
521,Menraku,Soy Sauce,Bowl,Japan,4.25,
2575,Samyang Foods,Kimchi song Song Ramen,Pack,South Korea,4.75,
1881,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,
1261,Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75,
2324,Paldo,Bul Jjajangmyeon,Pack,South Korea,5,
1464,Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,
832,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75,
557,Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75,
1885,Myojo,Ramen Char Mee 100,Pack,Singapore,3,
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,
2340,Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,4,
1541,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,3.75,
284,Nissin,Cup Noodles Seafood,Cup,Hong Kong,4.5,
2170,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,USA,4,
2492,Nissin,Smack Chili,Pack,Hungary,3.75,
116,Mama,Nam Vang,Pack,Thailand,3.6,
1876,Myojo,Chicken Flavour,Pack,Singapore,3.75,
1130,Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,
2193,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,3,
996,Maruchan,Bowl Chicken Flavor,Bowl,USA,4,
599,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4,
338,Nissin,Big Cup Noodles Chicken,Cup,USA,2.25,
1358,Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4,
185,Shirakiku,Sanukiya Udon,Bowl,Japan,3.75,
2023,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0,
691,Mamee,Express Cup Vegetarian,Cup,Malaysia,2,
1458,Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,Singapore,3.75,
1412,Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4,
2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5,
1548,Samyang Foods,Curry Noodle,Cup,Japan,3.75,
2544,Lipton,Cup-A-Soup Chicken Noodle With White Meat Instant Soup,Box,USA,1.5,
2095,Nissin,Straits Kitchen Laksa,Pack,Singapore,5,
1190,Sanrio,Hello Kitty Hakata Shoyutonkotsu Ramen,Bowl,Japan,3.75,
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,
1133,Kamfen,E-Men Noodles Abalone Soup Flavor,Pack,Hong Kong,3.75,
2394,Nissin,Cup Noodles Prawn Flavour,Cup,Hong Kong,3.75,
657,Dragonfly,Onion,Pack,China,3.75,
2571,KOKA,The Original Spicy Stir-Fried Noodles,Pack,Singapore,2.5,
1284,Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,USA,4.25,
114,Samyang,Kimchi,Pack,South Korea,2.9,
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,
2574,Acecook,Spice Deli Tantan Men With Cilantro,Cup,Japan,4,
450,Ottogi,Ppushu Ppushu Tteobokki,Pack,South Korea,3.25,
324,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,
2520,Nissin,Cup Noodles Blacl Pepper Crab Flavour (More Angry Crab),Cup,Singapore,5,
1591,Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,
1047,New Touch,Yakisoba Noodle,Tray,Japan,4,
448,Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,
822,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5,
1251,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5,
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,
705,Golden Wheat,South Korean Style Beef,Cup,China,3.5,
210,Rocket Brand,Satoimo Noodles,Pack,China,2.5,
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,
901,Sarimi,Rasa Ayam Bawang,Pack,Indonesia,3.5,
2255,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5,
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,
70,Nissin,Demae Ramen XO Sauce Seafood,Pack,Japan,4,
844,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4,
2056,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,USA,0,
324,Nongshim,Big Bowl Spicy Shrimp,Bowl,South Korea,3.5,
2302,Nissin,Yakisoba,Tray,Japan,5,
544,Unox,Good Noodles Chicken,Pack,Holland,3.5,
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,USA,3.5,
1811,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,
706,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25,
1758,Vit's,Duck Instant Noodles,Pack,Malaysia,3.5,
337,Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,USA,5,
1075,Deshome,Aloe Noodle With Basil Sauce,Pack,Taiwan,5,
483,Itomen,Yellow Buckwheat,Bowl,Japan,4.5,
1303,Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,USA,2.5,
1906,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,
2254,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3,
1355,Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,
313,Paldo,Dosirac Shrimp,Tray,South Korea,4.25,
937,Mama,Shrimp (TOM YUM),Pack,Thailand,3.75,
709,Nissin,Chow Mein Spicy Chicken,Tray,USA,3.25,
1117,Thai Pavilion,spicy Pad Thai Instant Noodles & Sauce,Tray,USA,4.25,
2449,KOKA,Delight Tomato Flavor Instant Non-Fried Noodles,Pack,Singapore,5,
311,Vifon,Tasty Mushroom,Pack,Vietnam,2,
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,
520,Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,
7,Ve Wong,Mushroom Pork,Pack,Vietnam,1,
2472,GGE,Noodle Snack Wheat Cracks Seaweed Flavor,Pack,Taiwan,3.5,
534,Mama,Pho Ga,Pack,Thailand,3.1,
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,USA,3.75,
1309,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,
512,Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,
253,Nongshim,Bowl Noodle Spicy Seafood,Bowl,USA,4.25,
706,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25,
1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,1,
340,Shirakiku,Japanese Style Tokusen Shoyu,Pack,Japan,4,
1072,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,
1215,GaGa,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75,
178,Mama,Oriental Style Clear Soup,Pack,Thailand,2,
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,
198,Shirakiku,Sanukiya Somen,Bowl,Japan,4.25,
1176,Maruchan,Old Style Shio Ramen,Pack,Japan,3.5,
1095,Amianda,Tachia Dried Noodles - Fried Shallot,Pack,Taiwan,3.25,
814,Indomie,Beef,Pack,Indonesia,3.5,
1596,Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3,
657,Dragonfly,Onion,Pack,China,3.75,
518,Dragonfly,Artificial Chicken,Bowl,China,4.5,
1399,Vina Acecook,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,Vietnam,3.75,
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,
2237,Nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5,
1573,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,
1270,Ko-Lee,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,Pack,UK,5,
1879,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,
1309,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,
1374,Tokyo Noodle,Spicy Garlic Ramen,Pack,Japan,3.25,
483,Itomen,Yellow Buckwheat,Bowl,Japan,4.5,
907,Nongshim,Neoguri Spicy Seafood,Cup,South Korea,4,
299,Lucky Me!,Supreme Sotanghon Artificial Chicken Vermicelli ,Bowl,Philippines,3.75,
1054,A-Sha Dry Noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,Taiwan,3.75,
2178,MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,4,
2012,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2,
920,Shirakiku,Hot & Spicy Udon,Pack,USA,3,
1709,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4,
1231,A-Sha Dry Noodle,Instant Noodle Shallot Flavor,Pack,Taiwan,3.75,
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,
466,Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,Vietnam,3.5,
1774,JML,Spicy King Spicy Pork,Pack,China,5,
1631,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4,
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,
1853,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,
1137,Koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75,
780,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5,
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,
1292,Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3,
1577,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,
1047,New Touch,Yakisoba Noodle,Tray,Japan,4,
2340,Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,4,
2393,Ripe'n'Dry,Hokkaido Miso Ramen,Pack,Japan,3,
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,
2517,Ikeda Shoku,Nabeyaki Tempura Udoin,Bowl,Japan,4.5,
2223,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4,
597,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5,
2215,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5,
276,Wai Wai,Chili Paste Tom Yum,Pack,Thailand,3.25,
479,Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,
2155,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,4,
1569,Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,
76,Indomie,Meatball Flavor,Pack,Indonesia,2.5,
374,Vifon,Asian Style Instant Noodles Shrimp,Pack,Vietnam,3.75,
929,Vina Acecook,Good Artificial Minced Pork Bean Vermicelli,Pack,Vietnam,3.75,
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,
1359,Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5,
1071,Nissin,Raoh Soy Sauce Taste,Pack,Japan,4,
1145,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,
1550,Ibumie,Penang White CurryMee,Pack,Malaysia,5,
476,Annie Chun's,Teriyaki Noodle,Bowl,USA,1.75,
339,Payless,Xtra Big Chilimansi Pancit Canton,Pack,Philippines,4.5,
1351,Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4,
884,Yamachan,Miso Ramen - Mild,Pack,USA,4,
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,
2093,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,2,
2449,KOKA,Delight Tomato Flavor Instant Non-Fried Noodles,Pack,Singapore,5,
609,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75,
2515,Uni-President,Man Han Feast Spicy Beef Flavor Instant Noodles,Bowl,Taiwan,5,
1353,Mamee,Instant Noodles Vegetarian Flavour,Pack,Malaysia,3.75,
